"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F06000562601052025,"SELAS PHARMACIE DU CHATEAU","PHARMACIE DU CHATEAU",,,70,,AV,Avenue,"de Grasse",,"06370 MOUANS-SARTOUX",06370,06084,Mouans-Sartoux,99000,France,0493756549,,0493900627,marro-jm@orange.fr,,,1060005626,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000564201112024,"SELAS PHARMACIE DES CEDRES",,,,453,,AV,Avenue,"de Cannes",,"06370 MOUANS-SARTOUX",06370,06084,Mouans-Sartoux,99000,France,0493757599,,0493920243,marro-jm@orange.fr,,,1060005642,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000567501072024,"SELARL PHARMACIE SOLER",,,,305,,AV,Avenue,Saint-Basile,,"06250 MOUGINS",06250,06085,Mougins,99000,France,0493900010,,0493753255,soler.laurene@gmail.com,,,1060005675,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000569101092023,"SELAS  PHARMACIE D' OPIO",,,"ESPA COMMERCIAL DE LA FONT NEUVE",1,,CARR,Carre,"DE LA FONT NEUVE",,"06650 OPIO",06650,06089,Opio,,,0493773800,,0493772691,gael.demogue@gmail.com,,,1060005691,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000572501042020,"SELAS PHARMACIE SCEPI","LA PHARMACIE",,,83,,PL,Place,"DU LOGIS",,"06580 PÉGOMAS",06580,06090,Pégomas,,,0493422213,,0493407601,jeanpierrescepi@gmail.com,,,1060005725,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000574103042018,"SELARL PHARMACIE FONTEYRAUD",,,,67,,BD,Boulevard,"DE LA MOURACHONNE",,"06580 PÉGOMAS",06580,06090,Pégomas,,,0493423942,,0493423942,sonia.cappuccio@gmail.com,,,1060005741,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000577402072012,"SELAS PHARMACIE ST MARC",,,,43,,AV,Avenue,"DE BOUTINY",,"06530 PEYMEINADE",06530,06095,Peymeinade,,,0493661097,,0493404471,phiestmarc@hotmail.fr,,,1060005774,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000579010022021,"SELAS PHARMACIE DU CANDEOU",,,,1,,CHEM,Chemin,"du Suye",,"06530 PEYMEINADE",06530,06095,Peymeinade,99000,France,0493660953,,0493662270,aponch13@hotmail.com,,,1060005790,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060006103,"LBM EUROFINS LABAZUR NICE SITE FELIX F",,,,10,,AV,Avenue,"FÉLIX FAURE",,"06000 NICE",06000,06088,Nice,,,0493804040,,0493923869,,,,1060006103,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060006269,"SAAD CCAS LA TRINITE",,,,19,,R,Rue,"DE L'HOTEL DE VILLE",,"06340 LA TRINITE",06340,06149,"La Trinité",,,0493276428,,,,,,1060006269,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060006319,"SSIAD DU VAR ET DU LOUP",,,,,,R,Rue,"DU COMMANDANT CAHUZAC",,"06700 ST LAURENT DU VAR",06700,06123,Saint-Laurent-du-Var,,,0493223711,,,,,,1060006319,//ARS,SA41,"Autre secteur d'activité",,,FON-44,"Cadre supérieur de santé",GENR04,"Activité non soignante",
F060006327,"LBM EUROFINS LABAZUR NICE SITE CALIFOR",,,,20,,AV,Avenue,"DE LA CALIFORNIE",,"06000 NICE",06000,06088,Nice,,,0493860029,,,,,,1060006327,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000634301052020,"EURL PHARMACIE DE LA ROUDOULE","PHARMACIE DE LA ROUDOULE",,,9,,AV,Avenue,"ALEXANDRE BARETY",,"06260 PUGET THENIERS",06260,06099,Puget-Théniers,99000,France,0493050007,,,gilles.ramone@gmail.com,,,1060006343,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060006368,"POUPONNIERE LE PATIO",,,,6,,R,Rue,"CAÏS DE PIERLAS",,"06300 NICE",06300,06088,Nice,,,0497122200,,0497122201,,,,1060006368,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000637605092022,"SELARL PHARMACIE PRZYBYLEK","PHARMACIE DU HAUT PAYS",,,4,,PL,Place,"Gen Corniglion Molinier",,"06450 ROQUEBILLIERE",06450,06103,Roquebillière,99000,France,0493034024,,0493035443,ninibylek@hotmail.fr,,,1060006376,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000639214122015,"SELARL PHIE DE CARNOLES - VERDIER",,,"QUA CARNOLES",177,,AV,Avenue,"ARISTIDE BRIAND",,"06190 ROQUEBRUNE-CAP-MARTIN",06190,06104,Roquebrune-Cap-Martin,99000,France,,,,,,,1060006392,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000642615062009,"SELAS PHARMACIE DU CAP MARTIN","PHARMACIE DU CAP MARTIN",,,228,,AV,Avenue,"ARISTIDE BRIAND",,"06190 ROQUEBRUNE-CAP-MARTIN",06190,06104,Roquebrune-Cap-Martin,99000,France,0493357487,,0493356118,pharmaciedesbroussailles@gmail.com,,,1060006426,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000649101032020,"SELARL PHARMACIE CASABURO","PHARMACIE DE LA PROMENADE",,,37,,PROM,Promenade,"ROBERT SCHUMANN",,"06190 ROQUEBRUNE-CAP-MARTIN",06190,06104,Roquebrune-Cap-Martin,99000,France,0493355376,,0493356118,luc.casaburo@wanadoo.fr,,,1060006491,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060006558,"HAD ARNAULT TZANCK",,,,231,,AV,Avenue,"DU DOCTEUR MAURICE DONAT","CS 10067","06721 ST LAURENT DU VAR CEDEX",06721,06123,Saint-Laurent-du-Var,,,0492273711,,0492273910,,,,1060006558,//ARS,SA30,"Autre établissement Sanitaire",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060006848,"SESSAD LES NOISETIERS",,,"PARC ACTIVITES DE L ARGILE III",460,,AV,Avenue,"DE LA QUIERA","LOT 111 - VOIE J","06370 MOUANS SARTOUX",06370,06084,Mouans-Sartoux,,,0492929094,,0492921561,,,,1060006848,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000689701102012,"SELARL PHARMACIE GARNAUD",,,,33,,AV,Avenue,"PAUL DOUMER",,"06190 ROQUEBRUNE-CAP-MARTIN",06190,06104,Roquebrune-Cap-Martin,99000,France,0493352964,,0492102997,,,,1060006897,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000691302032004,"PHARMACIE BOUNTHANH",,,,2,,AV,Avenue,"DE FRANCE",,"06190 ROQUEBRUNE-CAP-MARTIN",06190,06104,Roquebrune-Cap-Martin,99000,France,0493780094,,0493788289,pharmaciesaintroman@gmail.com,,,1060006913,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000694725042016,"SELAS PHARMACIE NOTRE DAME",,,"QUA NOTRE DAME",,,RTE,Route,"DU ROURET",,"06330 ROQUEFORT-LES-PINS",06330,06105,Roquefort-les-Pins,,,0493775048,,0493096720,pharmacienotredame@orange.fr,,,1060006947,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000699601012012,"SNC PHARMACIE DU PLAN",,,,,,QUA,Quartier,"DU PLAN",,"06330 ROQUEFORT-LES-PINS",06330,06105,Roquefort-les-Pins,,,0493770818,,0493771346,pharmacieduplan@wanadoo.fr,,,1060006996,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000701001052023,"SELARL PHARMACIE DU ROURET",,,"Résidence Les Lices de Provence",218,,AV,Avenue,"de Grasse",,"06650 LE ROURET",06650,06112,"Le Rouret",99000,France,0493772123,0782480692,0493773913,pharmaciedurouret@perso.alliadis.net,,,1060007010,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000704431031989,"PHARMACIE TURKI","PHARMACIE DE LA VALLÉE",,,73,,QU,Quai,"DE LA BANQUIERE",,"06730 SAINT-ANDRE",06730,06114,Saint-André-de-la-Roche,,,0493542293,,0493546033,turki.tarak.t@gmail.com,,,1060007044,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007069,"FAM LA FERME DASCROS",,,,3615,,RTE,Route,"DE PUGET THENIERS",,"06260 ASCROS",06260,06005,Ascros,,,0493232880,,,,,,1060007069,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000707701082024,"SELAS  PHARMACIE DES ORMEAUX",,,,14,,PL,Place,"DU GÉNÉRAL DE GAULLE",,"06530 SAINT-CÉZAIRE-SUR-SIAGNE",06530,06118,Saint-Cézaire-sur-Siagne,,,0493602234,,0493602763,antoine.valette2@wanadoo.fr,,,1060007077,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000709301112007,"PHARMACIE OURMANN","PHARMACIE DE LA TINEE C. OURMANN",,,12,,BD,Boulevard,D'AURON,,"06660 SAINT-ETIENNE-DE-TINEE",06660,06120,Saint-Étienne-de-Tinée,,,0493024029,,0493024029,contact@pharmaciedelatinee.fr,,,1060007093,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007119,"ESAT CAPTA",,,,350,,ALL,Allee,"CHARLES VICTOR NAUDIN",,"06410 BIOT",06410,06018,Biot,,,0493952221,,0493673032,,,,1060007119,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F06000712702062008,"PHARMACIE BERNOLIN",,,,1,,AV,Avenue,"Denis Semeria",,"06230 SAINT-JEAN-CAP-FERRAT",06230,06121,Saint-Jean-Cap-Ferrat,99000,France,0493760540,,,,,,1060007127,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000714301052011,"SARL PHARMACIE PONT ST JEAN",,,"PONT SAINT JEAN",57,,BD,Boulevard,DURANDY,,"06230 ST JEAN CAP FERRAT",06230,06121,Saint-Jean-Cap-Ferrat,99000,France,0493016250,,0493014291,,,,1060007143,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007168,"RESIDENCE AUTONOMIE LES TOURELLES",,,,3,,AV,Avenue,"DES JASMINS",,"06220 VALLAURIS",06220,06155,Vallauris,,,0493647000,,0493647096,,,,1060007168,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000717601022020,"SELAS PHARMACIE DU PEYRON",,,,,,,,"2025 CD 18 LE PEYRON",,"06640 SAINT-JEANNET",06640,06122,Saint-Jeannet,,,0493249014,,0493244884,pharmaciedupeyron@hotmail.fr,,,1060007176,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000719229112016,"SELARL PHARMACIE GAROSCIO","PHARMACIE DE LA GARE",,,251,,AV,Avenue,"DU GENERAL DE GAULLE",,"06700 ST LAURENT DU VAR",06700,06123,Saint-Laurent-du-Var,99000,France,0493311073,,0492271739,pharmacie-de-la-gare@hotmail.fr,,,1060007192,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000722603022025,"SELARL PHARMACIE DES PUGETS",,,,43,,ALL,Allee,"George Sand",,"06700 SAINT-LAURENT-DU-VAR",06700,06123,Saint-Laurent-du-Var,99000,France,0493078516,,0493071288,megane.mousset2@gmail.com,,,1060007226,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000724219012004,"PHARMACIE MIGANI",,,"LE MICHEL ANGE",180,,AV,Avenue,"DES PUGETS",,"06700 SAINT-LAURENT-DU-VAR",06700,06123,Saint-Laurent-du-Var,,,0493318914,,0493149915,pharmacie.mam@wanadoo.fr,,,1060007242,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000727501072024,"SELARL PHARMACIE BERNARD",,,,613,,AV,Avenue,"DE LA LIBERATION",,"06700 SAINT-LAURENT-DU-VAR",06700,06123,Saint-Laurent-du-Var,,,0493312575,,0492129754,flo1211@gmail.com,,,1060007275,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000729127032009,"SELARL PHARMACIE DE L'EMPEREUR",,,"La grande vigne",75,,AV,Avenue,"MARC MOSCHETTI",,"06700 ST LAURENT DU VAR",06700,06123,Saint-Laurent-du-Var,99000,France,0493075252,,0493070095,pharma-empereur@orange.fr,,,1060007291,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007309,"CENTRE PMI CARREFOUR SANTE JEUNES NICE",,,,2,,R,Rue,RAYNARDI,,"06000 NICE",06000,06088,Nice,,,0493895744,,,,,,1060007309,//ARS,SA15,"P.M.I Planification familiale",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000732501012007,"SELARL PHARMACIE ST JOSEPH",,,"LES RIVES D'OR",82,,R,Rue,"ALBERT CAMUS",,"06700 SAINT-LAURENT-DU-VAR",06700,06123,Saint-Laurent-du-Var,,,0493310101,,0493079600,ph_stjoseph@hotmail.com,,,1060007325,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000734101092016,"SELARL PHARMACIE DE LA PLAINE",,,,,,,,"LA DIGUE RM 6202",,"06670 ST MARTIN DU VAR",06670,06126,Saint-Martin-du-Var,99000,France,0493089019,,0493084704,pharmacie-davila@orange.fr,,,1060007341,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007358,"RESIDENCE AUTONOMIE  LE FONT DE L'ORME",,,,48,,ALL,Allee,"DES ORMES",,"06250 MOUGINS",06250,06085,Mougins,,,0492924800,,,,,,1060007358,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000737404112024,"SELARL PHARMACIE DU MERCANTOUR",,,,50,,R,Rue,"DU DR CAGNOLI",,"06450 SAINT-MARTIN-VESUBIE",06450,06127,Saint-Martin-Vésubie,,,0493032002,,0493033463,pumpkin.lyn@gmail.com,,,1060007374,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007408,"F.A.M. LES GLYCINES",,,,49,,AV,Avenue,"D'ESTIENNE D'ORVES",,"06000 NICE",06000,06088,Nice,,,0493970135,,0493977129,,,,1060007408,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F060007648,"CDS DENTAIRE SELINONTE",,,,14,,AV,Avenue,"ROBERT SOLEAU",,"06600 ANTIBES",06600,06004,Antibes,,,0493349205,,,,,,1060007648,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060007739,"IFAS DU CH D'ANTIBES",,,,107,,AV,Avenue,"DE NICE",,"06600 ANTIBES",06600,06004,Antibes,,,0497247511,,0497247516,,,,1060007739,//ARS,SA19,"Etab. d'enseignement",,,FON-43,"Cadre de santé de proximité",GENR01,"Activité standard de soin ou de pharmacien",
F06000774701092019,"SELARL PHARMACIE DE SAINT PAUL",,,,,,RPT,"Rond point","DE SAINTE CLAIRE",,"06570 SAINT-PAUL",06570,06128,Saint-Paul-de-Vence,,,0493328078,0629344435,0493325305,pharmaciedespins06@orange.fr,,,1060007747,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000776201052017,"SELARL PHARMACIE CAUJOLLE","PONT VIEUX",,,2,,R,Rue,"VINCENT COMITI",,"06380 SOSPEL",06380,06136,Sospel,,,0493040148,0658238303,0493041820,caujollejerome@hotmail.com,,,1060007762,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007788,"CENTRE DE FORMATION DU CH DE MENTON",,,,2,,AV,Avenue,"ANTOINE PEGLION",BP189,"06507 MENTON CEDEX",06507,06083,Menton,,,0493287215,,0493287651,,,,1060007788,//ARS,SA19,"Etab. d'enseignement",,,FON-43,"Cadre de santé de proximité",GENR04,"Activité non soignante",
F06000781213022009,"SELARL PHARMACIE LAURENT",,,,5,,BD,Boulevard,"CHARLES DAHON",,"06590 THEOULE-SUR-MER",06590,06138,Théoule-sur-Mer,,,0493499211,,0493499211,pharmaciedelaplage@hotmail.fr,,,1060007812,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000784601032023,"SELARL PHARMACIE HASNAOUI","PHARMACIE DE LA POSTE",,,94,,BD,Boulevard,"DU GENERAL DE GAULLE",,"06340 TRINITÉ (LA)",06340,06149,"La Trinité",,,0493547412,,0493541932,hazim103@hotmail.com,,,1060007846,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060007879,"GCS UNITE EVEIL CHU NICE UGECAM SIEGE",,,"SITE ARCHET II",151,,RTE,Route,"SAINT ANTOINE GINESTIERE","BP 79","06202 NICE CEDEX 3",06202,06088,Nice,,,0492035555,,0492035760,,,,1060007879,CNOMK/CNOMK/ARS,SA30,"Autre établissement Sanitaire",,,FON-18,Assistant,GENR01,"Activité standard de soin ou de pharmacien",
F060007929,"CPO ACTES",,,,1,,BD,Boulevard,"PAUL MONTEL",,"06200 NICE",06200,06088,Nice,,,0497000540,,,,,,1060007929,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060008059,"SSIAD  ADMR CANNES",,,,10,,AV,Avenue,"MICHEL JOURDAN",,"06150 CANNES",06150,06029,Cannes,,,0492181430,,0493465805,,,,1060008059,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060008158,"SSIAD DOMUSVI DOMICILE",,,,40,,R,Rue,VERDI,,"06000 NICE",06000,06088,Nice,,,0420033004,,0493871069,,,,1060008158,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060008174,"LBM CERBALLIANCE PROVENCE SITE CAGNES",,,,91,,AV,Avenue,"CYRILLE BESSET L'ANTINEA",,"06800 CAGNES SUR MER",06800,06027,Cagnes-sur-Mer,,,0493311795,,0492129613,,,,1060008174,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060008208,"SSIAD DOMUSVI DOMICILE",,,,14,,R,Rue,"SAINTE MARGUERITE",,"06160 ANTIBES",06160,06004,Antibes,,,0427042020,,0493673520,,,,1060008208,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000839801052021,"SELARL PHARMACIE MARTY ALICE","PHARMACIE DU MUSÉE",,,1484,,RTE,Route,"DE LA MER",,"06410 BIOT",06410,06018,Biot,,,0497211360,0677784791,0497211361,alicemarty19@hotmail.fr,,,1060008398,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060008489,"SESSAD VAL PAILLON",,,,986,,CHE,Chemin,ROSEYRE,,"06390 CONTES",06390,06048,Contes,,,0493760685,,0493015850,,,,1060008489,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F060008539,"MAS L'OUSTAOU",,,,,,CHE,Chemin,"DE LOMBARDIE",,"06730 ST ANDRE DE LA ROCHE",06730,06114,Saint-André-de-la-Roche,,,0493137071,,,,,,1060008539,//ARS,SA16,"Etab. pour Handicapés",,,331,"Secrétaire assistante médico-administrative",GENR13,Médico-administratif,
F060008638,"SSIAD SUD SERVICES",,,,86,B,BD,Boulevard,"JEAN BEHRA",,"06200 NICE",06200,06088,Nice,,,0493529237,,,,,,1060008638,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060008679,"SAMSAH APF 06",,,,3,,AV,Avenue,"ANTOINE VERAN",,"06100 NICE",06100,06088,Nice,,,0492079810,,0492079819,,,,1060008679,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060009404,"LBM CERBALLIANCE PROVENCE SITE SAINT L",,,"LE NEROLIS",875,,AV,Avenue,"DU GENERAL DE GAULLE",,"06700 ST LAURENT DU VAR",06700,06123,Saint-Laurent-du-Var,,,0493311596,,0492129484,,,,1060009404,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060009818,"EHPAD LA BASTIDE DES CAYRONS",,,,275,,CHE,Chemin,"DE LA TOUR",,"06140 VENCE",06140,06157,Vence,,,0492112871,,0492112865,,,,1060009818,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F060009859,"CADA L'OLIVIER",,,"ESPACE ICARDO BATB",10,,R,Rue,"PIERRE ISNARD",BP3214,"06200 NICE",06200,06088,Nice,,,0497181140,,0493724624,,,,1060009859,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
